epoch,step,train_loss
0,19,0.9249231219291687
0,39,0.729802131652832
0,59,0.6115965247154236
0,79,0.5321056842803955
0,99,0.41902005672454834
0,119,0.39778149127960205
0,139,0.3404886722564697
0,159,0.30706101655960083
0,179,0.3182656168937683
0,199,0.2425001710653305
0,219,0.2873014211654663
0,239,0.2561857998371124
0,259,0.21985433995723724
0,279,0.20494210720062256
0,299,0.17907357215881348
0,319,0.171615868806839
0,339,0.22219662368297577
0,359,0.17493800818920135
1,379,0.1840505301952362
1,399,0.19187197089195251
1,419,0.1595659703016281
1,439,0.17755424976348877
1,459,0.15762284398078918
1,479,0.12836472690105438
1,499,0.2034357488155365
1,519,0.16437721252441406
1,539,0.13905653357505798
1,559,0.20990252494812012
1,579,0.16899828612804413
1,599,0.17298486828804016
1,619,0.1693943440914154
1,639,0.15261070430278778
1,659,0.1712857335805893
1,679,0.14519205689430237
1,699,0.1572313755750656
1,719,0.17071983218193054
1,739,0.14558348059654236
2,759,0.12951934337615967
2,779,0.12152000516653061
2,799,0.14094410836696625
2,819,0.14750085771083832
2,839,0.13896594941616058
2,859,0.12146012485027313
2,879,0.15251998603343964
2,899,0.12518034875392914
2,919,0.09038728475570679
2,939,0.11852540820837021
2,959,0.12158899754285812
2,979,0.11533268541097641
2,999,0.13169610500335693
2,1019,0.12285878509283066
2,1039,0.1119997501373291
2,1059,0.1719052493572235
2,1079,0.11405868828296661
2,1099,0.1201256513595581
2,1119,0.13366004824638367
3,1139,0.1260668933391571
3,1159,0.11266794800758362
3,1179,0.11562369763851166
3,1199,0.15784649550914764
3,1219,0.12546560168266296
3,1239,0.14083023369312286
3,1259,0.12422382831573486
3,1279,0.11422286927700043
3,1299,0.09498506784439087
3,1319,0.14618971943855286
3,1339,0.130388081073761
3,1359,0.13202258944511414
3,1379,0.10716347396373749
3,1399,0.10570114850997925
3,1419,0.12915566563606262
3,1439,0.1244296059012413
3,1459,0.11415742337703705
3,1479,0.12211604416370392
3,1499,0.11144169420003891
4,1519,0.1063399538397789
4,1539,0.1116337776184082
4,1559,0.10578765720129013
4,1579,0.11101363599300385
4,1599,0.14367257058620453
4,1619,0.11683937162160873
4,1639,0.12354855984449387
4,1659,0.12180184572935104
4,1679,0.14144232869148254
4,1699,0.11605658382177353
4,1719,0.11009891331195831
4,1739,0.13220173120498657
4,1759,0.12414111942052841
4,1779,0.09255708754062653
4,1799,0.11146004498004913
4,1819,0.08773669600486755
4,1839,0.11725997924804688
4,1859,0.1200575977563858
5,1879,0.09403574466705322
5,1899,0.08206085860729218
5,1919,0.10456784069538116
5,1939,0.10290634632110596
5,1959,0.11404834687709808
5,1979,0.1196129247546196
5,1999,0.08843420445919037
5,2019,0.09879559278488159
5,2039,0.09627784788608551
5,2059,0.11911068856716156
5,2079,0.10088589042425156
5,2099,0.11576400697231293
5,2119,0.14110390841960907
5,2139,0.10664862394332886
5,2159,0.12710508704185486
5,2179,0.1312818080186844
5,2199,0.09586586058139801
5,2219,0.09767626971006393
5,2239,0.10245644301176071
6,2259,0.13093441724777222
6,2279,0.11381493508815765
6,2299,0.08013172447681427
6,2319,0.12655746936798096
6,2339,0.08689054846763611
6,2359,0.07413363456726074
6,2379,0.09322164952754974
6,2399,0.1121673509478569
6,2419,0.09672325104475021
6,2439,0.07581859827041626
6,2459,0.08587378263473511
6,2479,0.10484455525875092
6,2499,0.10359769314527512
6,2519,0.09260501712560654
6,2539,0.1057579517364502
6,2559,0.08922149986028671
6,2579,0.12558947503566742
6,2599,0.09643948078155518
6,2619,0.0984116792678833
7,2639,0.12410180270671844
7,2659,0.09231533855199814
7,2679,0.0857275128364563
7,2699,0.11969407647848129
7,2719,0.10988952964544296
7,2739,0.11800478398799896
7,2759,0.0667303204536438
7,2779,0.08703365176916122
7,2799,0.10254834592342377
7,2819,0.09367147088050842
7,2839,0.1137176901102066
7,2859,0.08636792749166489
7,2879,0.08541547507047653
7,2899,0.11479782313108444
7,2919,0.10318209230899811
7,2939,0.09024473279714584
7,2959,0.10084466636180878
7,2979,0.10626669973134995
7,2999,0.09964948147535324
8,3019,0.10724028199911118
8,3039,0.09718169271945953
8,3059,0.09057049453258514
8,3079,0.10620906949043274
8,3099,0.1105576753616333
8,3119,0.0962185263633728
8,3139,0.11475246399641037
8,3159,0.11441948264837265
8,3179,0.10370182245969772
8,3199,0.10871966183185577
8,3219,0.0923406332731247
8,3239,0.0904160588979721
8,3259,0.06999848783016205
8,3279,0.09237861633300781
8,3299,0.09414546191692352
8,3319,0.08680610358715057
8,3339,0.09902539104223251
8,3359,0.09908482432365417
9,3379,0.0852028876543045
9,3399,0.10453816503286362
9,3419,0.09823852777481079
9,3439,0.12059812992811203
9,3459,0.10499062389135361
9,3479,0.08244872093200684
9,3499,0.10557760298252106
9,3519,0.10635606944561005
9,3539,0.11670251935720444
9,3559,0.10240994393825531
9,3579,0.06517261266708374
9,3599,0.09078636765480042
9,3619,0.10998370498418808
9,3639,0.07639142125844955
9,3659,0.07940058410167694
9,3679,0.09512573480606079
9,3699,0.11122610419988632
9,3719,0.07959522306919098
9,3739,0.15944120287895203
10,3759,0.10029157251119614
10,3779,0.0879279226064682
10,3799,0.07742779701948166
10,3819,0.09427662193775177
10,3839,0.09139902889728546
10,3859,0.08955824375152588
10,3879,0.08897291123867035
10,3899,0.07621428370475769
